user_id,activity_id,predicted_rating
6,833,4.3906
6,834,4.6755
6,835,4.4795
6,837,4.3894
6,838,3.648
6,839,4.6451
6,840,4.6346
6,841,4.5538
6,842,4.7394
6,843,4.4821
6,844,4.3422
6,845,4.4699
6,846,4.5607
6,847,4.2377
6,848,4.553
6,849,4.3288
6,850,3.5862
6,851,4.5546
6,852,3.648
6,853,3.648
6,854,4.5494
6,855,4.5893
6,856,4.3768
6,857,4.6465
6,858,4.6379
6,859,4.5972
6,860,4.7448
6,861,4.5583
6,862,4.5476
6,863,4.8583
6,864,4.3401
6,865,4.6419
6,866,4.514
6,867,4.6396
6,868,4.6404
6,869,4.4134
6,870,4.4723
6,871,4.6138
6,873,4.3675
6,874,4.5125
6,875,4.5426
6,876,4.5985
6,877,4.4887
6,878,4.7195
6,879,4.6768
6,880,4.4419
6,881,4.599
6,882,4.5755
6,883,4.5268
6,884,4.5908
6,885,4.5955
6,886,4.5023
6,887,4.4068
6,888,4.4454
6,889,4.628
6,890,4.7097
6,891,4.4205
6,892,3.648
6,894,4.4874
6,895,4.4253
6,896,4.4887
6,897,3.6242
6,898,4.5715
6,899,4.5252
6,900,4.6532
6,901,4.4069
6,902,4.3605
6,903,4.5069
6,904,4.6345
6,905,4.4524
6,906,4.4665
6,907,4.4131
6,908,4.5813
6,909,3.648
6,910,4.5204
6,912,4.44
6,913,4.5116
6,914,4.4733
6,915,4.615
6,916,4.5104
6,917,4.447
6,918,4.5268
6,919,4.3063
6,920,4.6557
6,921,4.4113
6,922,4.6873
6,923,4.6048
6,924,4.3604
6,925,4.4414
6,926,4.5717
6,927,4.5688
6,928,4.65
6,929,4.5099
6,930,4.5538
6,931,4.4064
6,932,3.6242
6,933,4.5268
6,934,4.5635
6,935,4.6414
6,936,4.5715
6,937,4.3913
6,938,4.3659
6,939,4.391
6,940,4.4235
6,941,4.502
6,942,4.5526
6,943,4.5465
6,944,4.6079
6,945,4.4613
6,946,4.5717
6,947,4.6468
6,948,4.555
6,949,4.5777
6,950,4.642
6,951,4.4345
6,952,4.5827
6,953,4.3735
6,954,4.6933
6,955,4.6375
6,956,4.6436
6,957,4.4988
6,958,4.5798
6,959,4.4122
6,960,4.4665
6,961,4.5143
6,962,4.5661
6,963,4.5268
6,964,4.6167
6,965,4.4742
6,966,4.6688
6,967,4.3144
6,968,4.6067
6,969,4.3896
6,970,4.5346
6,971,4.6597
6,972,4.5272
6,973,4.8155
6,974,4.5327
6,975,4.5445
6,976,4.4625
6,977,4.5314
6,979,4.5636
6,980,4.5872
6,981,4.3387
6,982,4.6104
6,983,4.6497
6,985,4.3608
6,986,4.6669
6,987,4.4405
6,990,3.6242
6,991,4.7005
6,992,4.4385
6,993,4.6847
6,994,4.6967
6,995,4.4915
6,996,4.5177
6,997,4.5268
6,998,4.5028
6,999,4.6394
6,1000,4.8868
6,1001,3.6242
6,1002,4.4279
7,2,4.5044
7,503,4.7096
7,504,4.8077
7,505,4.6454
7,507,4.4953
7,508,4.4777
7,510,4.5075
7,511,4.2677
7,512,4.5955
7,513,4.777
7,515,4.4437
7,516,4.7226
7,517,4.0584
7,518,4.7687
7,519,4.5879
7,521,4.3701
7,522,4.6322
7,523,4.7388
7,524,4.6487
7,525,4.5035
7,526,4.6815
7,527,4.7623
7,528,4.5018
7,529,4.6384
7,530,4.4445
7,531,3.5705
7,532,4.7598
7,533,4.5829
7,534,4.4918
7,535,4.5016
7,536,4.7556
7,537,4.6678
7,538,3.5705
7,539,4.7255
7,540,4.7349
7,541,4.7345
7,542,4.5245
7,543,4.5538
7,544,3.5705
7,545,4.6955
7,546,4.7455
7,547,4.5066
7,548,4.1551
7,549,4.4852
7,550,4.9659
7,551,4.622
7,553,3.5705
7,554,4.8683
7,555,3.5705
7,557,4.6461
7,558,4.4073
7,559,4.6738
7,560,4.5323
7,561,3.5705
7,562,4.7814
7,563,4.8624
7,564,4.6545
7,565,4.4426
7,566,4.4502
7,567,4.6802
7,569,4.3716
7,570,4.4672
7,571,5.0
7,572,4.8563
7,573,4.5524
7,574,4.5358
7,575,4.7958
7,576,4.4891
7,577,4.73
7,579,3.8683
7,580,4.5044
7,581,4.4934
7,583,4.4428
7,584,4.5627
7,585,4.6864
7,586,4.4642
7,587,4.6795
7,588,4.5247
7,589,4.255
7,590,4.4111
7,591,4.4361
7,592,4.7434
7,593,4.1631
7,594,4.858
7,595,3.5705
7,596,4.5202
7,597,4.882
7,598,4.5297
7,599,4.6976
7,600,4.4833
7,601,4.7098
7,602,4.5788
7,603,4.7393
7,604,4.4253
7,605,3.5705
7,606,4.5145
7,607,4.5959
7,608,4.4693
7,609,4.6606
7,610,4.5714
7,611,4.5057
7,612,4.5714
7,613,4.6131
7,614,4.5806
7,615,4.6259
7,616,4.5114
7,617,4.5312
7,618,4.6645
7,619,4.4559
7,620,4.6974
7,621,4.3721
7,622,4.6064
7,623,4.6411
7,624,4.4902
7,625,4.7042
7,626,4.526
7,627,4.5581
7,628,4.3688
7,629,4.5959
7,630,4.4741
7,631,3.5833
7,632,4.4481
7,633,4.5976
7,635,4.4726
7,636,4.4422
7,637,4.4257
7,638,4.6759
7,639,4.5272
7,640,4.498
7,641,4.4578
7,642,4.3203
7,643,4.3573
7,644,3.5705
7,645,4.6803
7,646,4.7071
7,647,4.7109
7,648,4.4517
7,649,4.6738
7,650,3.5705
7,651,4.7121
7,652,4.4715
7,653,4.8031
7,654,4.5474
7,655,4.3731
7,656,4.6324
7,657,4.6614
7,658,4.5842
7,659,4.6646
7,660,4.5331
7,661,4.5459
7,662,4.5944
7,663,4.5097
7,665,4.6436
7,666,4.5312
7,667,4.4951
7,668,4.4954
7,669,4.4011
7,670,4.4522
7,671,4.6749
7,672,4.7156
7,673,3.5705
7,674,4.9271
7,676,4.5546
7,677,4.5158
7,678,4.6732
7,679,4.6314
7,680,3.5705
7,681,4.4387
7,682,4.4514
7,683,4.6186
7,684,4.7104
7,685,3.5705
7,686,4.6137
7,687,4.547
7,688,4.7466
7,689,4.7429
7,690,4.6443
7,691,4.5842
7,692,4.4324
7,693,4.5954
7,694,4.6373
7,695,4.642
7,696,4.4164
7,697,4.5714
7,699,3.5705
7,700,4.7014
7,701,4.562
7,702,4.3507
7,703,4.4343
7,704,4.5714
7,705,4.5818
7,706,4.5627
7,707,4.6862
7,708,3.5705
7,709,4.5625
7,710,4.5859
7,711,4.6967
7,712,4.3151
7,713,4.4555
7,714,4.4796
7,715,4.498
7,716,4.6977
7,717,4.5714
7,718,4.4466
7,719,3.5705
7,720,4.8735
7,721,3.5833
7,722,4.1874
7,723,4.6472
7,724,3.5705
7,725,4.6637
7,726,4.4699
7,727,4.788
7,728,4.6883
7,729,4.6158
7,730,4.402
7,731,4.6744
7,732,4.5663
7,733,4.5741
7,734,4.5714
7,735,4.5385
7,737,4.4565
7,739,4.6072
7,740,4.5702
7,741,4.663
7,742,4.4267
7,744,4.3684
7,745,3.5705
7,746,4.6315
7,747,4.5714
7,748,4.6156
7,749,4.5493
7,750,4.6803
7,751,4.5148
7,752,4.6871
7,753,4.5638
7,754,4.7424
7,755,4.5842
7,756,4.4238
7,757,4.4672
7,758,4.5597
7,759,4.5231
7,760,4.7136
7,761,4.5714
7,762,4.5965
7,763,4.6468
7,764,4.4746
7,765,4.5851
7,766,4.6845
7,767,4.5789
7,768,4.5714
7,769,4.4394
7,770,3.5705
7,771,4.4314
7,772,4.5141
7,773,4.5761
7,774,4.5714
7,775,4.6148
7,776,4.6314
7,777,4.3304
7,778,4.5714
7,779,4.5714
7,780,4.5714
7,781,4.5012
7,782,3.5705
7,783,4.1351
7,784,4.6136
7,786,4.6321
7,787,4.5583
7,788,3.5705
7,789,4.5488
7,790,4.5852
7,791,4.3345
7,792,4.5785
7,793,4.6592
7,794,4.4167
7,795,4.5018
7,797,3.5705
7,798,4.7077
7,799,4.7159
7,800,4.622
7,801,4.5136
7,802,4.6614
7,803,4.4111
7,804,4.5056
7,805,4.7027
7,806,4.5139
7,807,4.6686
7,808,4.5944
7,809,4.4923
7,810,4.6594
7,811,4.728
7,812,4.3545
7,813,4.6608
7,814,4.5621
7,816,4.2469
7,817,4.6028
7,818,4.6844
7,819,4.5403
7,820,4.661
7,821,4.4587
7,823,4.5815
7,824,4.4533
7,825,4.5941
7,826,4.3277
7,827,4.4999
7,828,4.4452
7,829,4.6464
7,830,4.7121
7,831,4.5672
7,832,4.5291
7,833,4.6082
7,834,4.468
7,835,4.4677
7,836,4.6094
7,837,4.4471
7,838,3.5833
7,839,4.5622
7,840,4.5842
7,841,4.6224
7,842,4.2551
7,843,4.6743
7,844,4.686
7,845,4.6786
7,846,4.6314
7,847,4.211
7,848,4.7207
7,849,4.3
7,850,3.5705
7,851,4.5116
7,852,3.5705
7,853,3.5705
7,854,4.6171
7,855,4.6173
7,856,4.5903
7,857,4.7109
7,858,4.7351
7,860,4.4106
7,861,4.6552
7,862,4.5637
7,863,4.4128
7,864,4.4704
7,865,4.3571
7,866,4.5923
7,867,4.3301
7,868,4.6759
7,869,4.5714
7,870,4.6501
7,871,4.5911
7,872,4.6025
7,873,4.5973
7,874,4.4986
7,875,4.7064
7,876,4.4988
7,877,4.4248
7,878,4.5714
7,879,4.4214
7,880,4.5948
7,881,4.5462
7,882,4.5842
7,883,4.4445
7,884,4.3624
7,885,4.4327
7,886,4.6538
7,887,4.5076
7,888,4.5842
7,889,4.5304
7,890,4.6175
7,891,4.6696
7,892,3.5479
7,893,4.5379
7,894,4.5413
7,895,4.5114
7,896,4.5714
7,897,3.5705
7,898,4.4854
7,899,4.4914
7,900,4.526
7,901,4.4256
7,902,4.6248
7,903,4.5068
7,904,4.6921
7,905,4.6696
7,906,4.7966
7,907,4.6851
7,908,4.3555
7,909,3.5705
7,910,4.5744
7,911,4.4029
7,912,4.4714
7,913,4.6271
7,914,4.5256
7,915,4.6614
7,916,4.7183
7,917,4.6692
7,918,4.6636
7,919,4.7908
7,920,4.5477
7,921,4.6171
7,922,4.371
7,923,4.4672
7,924,4.3031
7,925,4.8117
7,926,4.4859
7,927,4.4064
7,928,4.6477
7,929,4.7043
7,930,4.6612
7,931,4.6069
7,932,3.5705
7,933,4.4501
7,934,4.4559
7,935,4.6275
7,936,4.6696
7,937,4.4721
7,938,4.7097
7,939,4.5148
7,940,4.5914
7,941,4.5714
7,942,4.6409
7,943,4.7268
7,944,4.4455
7,945,4.6472
7,947,4.5701
7,948,4.3794
7,950,4.589
7,951,4.5574
7,952,4.6101
7,953,4.5714
7,954,4.459
7,955,4.7849
7,956,4.7121
7,957,4.7351
7,958,4.6836
7,959,4.6636
7,960,4.6667
7,961,4.5513
7,962,4.4664
7,963,4.6642
7,964,4.3286
7,965,4.4926
7,966,4.442
7,967,4.4709
7,968,4.5047
7,969,4.6568
7,970,4.4623
7,971,4.498
7,972,4.6042
7,973,4.5714
7,974,4.5152
7,975,4.4697
7,976,4.6334
7,978,4.5646
7,979,4.3566
7,980,4.6288
7,981,4.7295
7,982,4.4278
7,983,4.6642
7,984,4.3782
7,985,4.4768
7,986,4.5354
7,987,4.7014
7,988,4.5737
7,989,4.508
7,990,3.5705
7,991,4.6841
7,992,4.5714
7,993,4.6984
7,994,4.4066
7,995,4.545
7,996,4.5804
7,997,4.7132
7,998,4.6386
7,999,4.4163
7,1000,4.7447
7,1001,3.5833
7,1002,4.4343
9,1,4.5083
9,2,4.6995
9,503,4.4854
9,504,4.2308
9,505,4.3802
9,506,4.4469
9,507,4.5467
9,508,4.1577
9,509,4.4744
9,510,4.6852
9,511,4.2198
9,512,4.3184
9,513,4.2057
9,514,4.4891
9,515,4.7142
9,516,4.3812
9,517,4.9613
9,518,4.4279
9,519,4.4637
9,520,4.2415
9,521,4.6104
9,522,4.2784
9,523,4.6417
9,524,4.2017
9,526,4.3956
9,527,4.9262
9,528,4.1937
9,529,4.3689
9,530,4.3111
9,531,3.6437
9,532,4.6204
9,533,4.3758
9,534,4.2547
9,535,4.6276
9,536,4.8708
9,537,4.1932
9,538,3.6217
9,539,4.3004
9,540,4.846
9,541,4.8671
9,542,4.3375
9,543,4.3272
9,544,3.6437
9,545,4.6926
9,546,4.5522
9,547,4.5661
9,548,4.5964
9,549,4.3954
9,550,4.4478
9,551,4.4737
9,552,4.441
9,553,3.5357
9,554,4.4008
9,555,3.5997
9,556,4.4901
9,557,4.299
9,558,4.4315
9,559,4.6216
9,560,4.1723
9,561,3.5786
9,562,4.2766
9,563,4.7059
9,564,4.6175
9,565,4.5348
9,566,4.4366
9,567,4.3957
9,568,4.402
9,569,4.4095
9,570,4.6182
9,571,4.4627
9,572,4.6211
9,574,4.128
9,575,4.5888
9,576,4.585
9,577,4.4054
9,578,4.4168
9,579,4.1351
9,580,4.7192
9,581,4.3732
9,582,4.3868
9,584,4.2597
9,585,4.3613
9,586,4.4297
9,587,4.3168
9,588,4.9288
9,589,4.4669
9,590,4.5417
9,591,4.4938
9,592,4.463
9,594,4.5179
9,595,3.6327
9,596,4.7756
9,597,4.628
9,598,4.0245
9,599,4.747
9,601,4.28
9,602,4.6227
9,603,4.7412
9,604,4.3976
9,605,3.6107
9,606,4.531
9,607,4.6817
9,608,4.417
9,609,4.3973
9,610,4.4297
9,611,4.627
9,612,4.4957
9,613,4.403
9,615,4.4635
9,616,4.5667
9,617,4.4253
9,619,4.5109
9,622,4.4847
9,624,4.3534
9,625,4.2996
9,626,4.752
9,627,4.4563
9,628,4.5482
9,629,4.4351
9,630,4.6027
9,631,3.5997
9,632,4.5252
9,633,4.4213
9,634,4.5885
9,635,4.5576
9,636,4.4
9,637,4.1554
9,638,4.4806
9,639,4.6093
9,640,4.3451
9,641,4.4165
9,642,4.2718
9,643,4.6218
9,644,3.5522
9,645,4.3495
9,646,4.5476
9,647,4.5271
9,648,4.3928
9,649,4.3956
9,650,3.5786
9,651,4.3715
9,652,4.54
9,653,4.349
9,654,4.4049
9,655,4.5243
9,656,4.4297
9,657,4.3692
9,658,4.5917
9,659,4.4917
9,660,4.3677
9,661,4.3854
9,662,4.4828
9,663,4.4823
9,664,4.4661
9,665,4.1465
9,666,4.4483
9,667,4.2284
9,668,4.3872
9,669,4.2406
9,671,4.5419
9,672,4.5626
9,673,3.6547
9,674,4.514
9,675,4.4698
9,676,4.6498
9,677,4.5714
9,678,4.33
9,679,4.6226
9,680,3.6217
9,681,4.4979
9,682,4.4861
9,683,4.5325
9,684,4.1643
9,685,3.5777
9,686,4.3814
9,687,4.4821
9,688,4.5335
9,689,4.635
9,690,4.5544
9,691,4.5386
9,692,4.3764
9,693,4.5829
9,694,4.6035
9,695,4.2825
9,696,4.3689
9,697,4.5012
9,698,4.3503
9,699,3.6547
9,700,4.4297
9,701,4.6872
9,702,4.595
9,703,4.4108
9,704,4.3435
9,706,4.5868
9,707,4.3547
9,708,3.6327
9,709,4.3985
9,710,4.5169
9,711,4.3887
9,712,4.1876
9,713,4.4519
9,714,4.4851
9,715,4.2245
9,716,4.5012
9,717,4.5122
9,718,4.4737
9,719,3.5777
9,720,4.67
9,721,3.6602
9,722,4.2221
9,723,4.588
9,724,3.6217
9,725,4.4511
9,726,4.5041
9,727,4.3471
9,728,4.547
9,729,4.5012
9,730,4.6651
9,731,4.5249
9,732,4.5012
9,733,4.5186
9,734,4.6498
9,735,4.5222
9,736,4.5422
9,737,4.5207
9,738,4.4085
9,739,4.3881
9,740,4.3762
9,741,4.4112
9,742,4.0854
9,744,4.4038
9,745,3.6115
9,746,4.6377
9,747,4.5782
9,748,4.3001
9,750,4.5008
9,751,4.5434
9,752,4.4297
9,753,4.6493
9,754,4.1727
9,755,4.3933
9,756,4.4978
9,757,4.4483
9,758,4.3609
9,759,4.5561
9,761,4.5099
9,762,4.4
9,763,4.5158
9,764,4.4389
9,765,4.4234
9,766,4.6422
9,767,4.3923
9,768,4.2742
9,770,3.6622
9,771,4.6126
9,772,4.332
9,773,4.378
9,774,4.4627
9,775,4.3644
9,776,4.5612
9,777,4.3358
9,778,4.4381
9,779,4.4487
9,780,4.4847
9,781,4.4471
9,782,3.6602
9,783,4.2751
9,784,4.4001
9,785,4.4241
9,786,4.3955
9,787,4.5168
9,788,3.5997
9,789,4.5947
9,790,4.4741
9,791,4.4061
9,792,4.5096
9,793,4.378
9,794,4.6071
9,795,4.4233
9,797,3.6437
9,798,4.4751
9,799,4.4888
9,800,4.3908
9,801,4.4919
9,802,4.3686
9,803,4.6373
9,804,4.3841
9,805,4.2907
9,807,4.5823
9,808,4.1936
9,809,4.6105
9,810,4.4757
9,811,4.5703
9,812,4.411
9,813,4.5637
9,815,4.4737
9,816,4.3254
9,817,4.4
9,818,4.5697
9,819,4.5321
9,821,4.5915
9,822,4.3241
9,823,4.4037
9,824,4.298
9,825,4.6094
9,826,4.3743
9,827,4.4629
9,828,4.4222
9,829,4.588
9,830,4.289
9,831,4.2932
9,832,4.3928
9,833,4.5994
9,834,4.3771
9,835,4.2071
9,836,4.6133
9,837,4.3741
9,838,3.6602
9,839,4.4627
9,840,4.635
9,841,4.3727
9,842,4.8119
9,843,4.5807
9,844,4.6939
9,846,4.5832
9,847,4.8335
9,848,4.6109
9,849,4.7162
9,850,3.6602
9,851,4.5611
9,852,3.6182
9,853,3.6492
9,854,4.5669
9,855,4.4005
9,856,4.567
9,857,4.6136
9,858,4.3486
9,859,4.3488
9,860,4.7452
9,861,4.54
9,862,4.5445
9,863,4.692
9,864,4.3876
9,865,4.505
9,866,4.3197
9,867,4.5679
9,868,4.1304
9,869,4.4297
9,870,4.55
9,871,4.5209
9,873,4.686
9,875,4.6265
9,876,4.4306
9,877,4.5012
9,878,4.5067
9,879,4.6457
9,880,4.6062
9,881,4.7602
9,882,4.7017
9,883,4.3969
9,884,4.5791
9,885,4.537
9,886,4.5442
9,887,4.5039
9,888,4.4093
9,889,4.3725
9,890,4.2241
9,891,4.621
9,892,3.6602
9,893,4.4132
9,894,4.5006
9,895,4.2515
9,896,4.4812
9,897,3.6107
9,898,4.3811
9,899,4.3657
9,900,4.336
9,901,4.4547
9,902,4.6275
9,903,4.394
9,904,4.3634
9,905,4.4297
9,906,4.6646
9,907,4.5764
9,908,4.5476
9,909,3.6437
9,910,4.5907
9,911,4.4118
9,913,4.477
9,914,4.5003
9,915,4.3179
9,916,4.5595
9,917,4.588
9,918,4.4847
9,919,4.5485
9,920,4.5571
9,921,4.5122
9,922,4.659
9,923,4.2757
9,924,4.5306
9,925,4.3409
9,926,4.5165
9,928,4.3392
9,929,4.5602
9,930,4.5011
9,931,4.5684
9,932,3.6115
9,933,4.4737
9,934,4.4387
9,935,4.6337
9,936,4.371
9,937,4.5715
9,938,4.8117
9,939,4.5967
9,940,4.6593
9,941,4.3877
9,942,4.5544
9,943,4.3609
9,944,4.377
9,945,4.4981
9,946,4.5669
9,947,4.3097
9,948,4.3924
9,949,4.3211
9,950,4.5887
9,951,4.4542
9,952,4.6317
9,953,4.5449
9,954,4.4847
9,955,4.41
9,956,4.3891
9,957,4.3699
9,958,4.3347
9,959,4.5062
9,960,4.486
9,961,4.5215
9,962,4.4416
9,963,4.48
9,964,4.5065
9,965,4.3891
9,966,4.2171
9,967,4.4934
9,968,4.519
9,969,4.532
9,970,4.0088
9,971,4.3455
9,972,4.4027
9,973,4.4957
9,974,4.2374
9,975,4.304
9,976,4.6357
9,977,4.4891
9,978,4.5139
9,979,4.6843
9,980,4.5436
9,981,4.6504
9,982,4.3343
9,983,4.5757
9,984,4.1767
9,985,4.4466
9,986,4.3773
9,987,4.4445
9,988,4.3458
9,989,4.411
9,990,3.6327
9,991,4.4819
9,992,4.5029
9,993,4.5844
9,994,4.549
9,995,4.4574
9,996,4.549
9,997,4.2597
9,999,4.5993
9,1000,4.0776
9,1001,3.6327
9,1002,4.4282
10,1,4.4196
10,503,4.1568
10,504,4.4792
10,505,4.519
10,506,4.6108
10,507,4.4942
10,508,4.8327
10,509,4.9349
10,510,4.5073
10,511,4.3624
10,512,4.7402
10,513,4.6113
10,515,4.2935
10,516,4.5337
10,517,4.1915
10,518,4.6448
10,519,4.6059
10,520,4.3472
10,521,4.7255
10,522,4.7625
10,523,4.527
10,524,4.467
10,525,4.5856
10,526,5.0
10,528,4.7522
10,529,4.9538
10,530,4.1973
10,531,3.7031
10,532,4.6495
10,533,4.3727
10,534,4.7286
10,535,4.7572
10,536,4.5375
10,537,4.6877
10,538,3.6192
10,539,4.6053
10,540,4.2534
10,541,4.77
10,542,4.4411
10,543,4.5259
10,544,3.7088
10,545,4.517
10,546,4.1274
10,547,4.5562
10,549,4.6235
10,550,4.6458
10,552,4.6889
10,553,3.7259
10,554,4.9694
10,555,3.6744
10,556,4.5243
10,557,4.4615
10,558,4.5458
10,559,4.3717
10,561,3.665
10,562,4.6736
10,563,4.8911
10,564,4.7167
10,565,4.5071
10,566,5.0
10,567,4.1953
10,568,4.7411
10,569,4.6035
10,570,4.5069
10,571,4.7981
10,572,4.5757
10,573,4.4094
10,574,4.7246
10,575,4.6267
10,576,4.6703
10,577,4.6261
10,578,4.5628
10,579,4.2366
10,580,4.6373
10,581,4.7168
10,582,4.4888
10,583,4.4729
10,584,4.8002
10,585,4.6172
10,586,4.6561
10,587,4.2997
10,588,4.6883
10,589,4.509
10,590,4.3856
10,591,4.513
10,592,4.2735
10,593,4.406
10,594,4.6607
10,595,3.7072
10,596,4.488
10,597,4.2439
10,598,4.2146
10,599,4.4795
10,600,4.4658
10,601,4.4576
10,602,4.5738
10,603,4.551
10,604,4.6674
10,605,3.7223
10,606,4.8836
10,607,4.0726
10,608,4.738
10,609,4.5324
10,610,4.5247
10,611,4.5905
10,612,4.1423
10,613,4.517
10,614,4.2535
10,615,4.6375
10,616,4.6496
10,617,4.5103
10,618,4.6429
10,619,4.5671
10,620,4.6464
10,621,4.5963
10,622,4.7309
10,623,4.5914
10,624,4.3771
10,625,4.4123
10,626,4.5543
10,627,4.6827
10,628,4.6551
10,629,4.645
10,630,4.6863
10,631,3.6821
10,632,4.4106
10,633,4.7299
10,634,4.6213
10,635,4.8404
10,636,4.4521
10,637,4.3627
10,638,4.2199
10,639,4.5936
10,640,4.4965
10,641,4.5731
